regime,seed,method,snapshot_t,delta,step_cost,step_interference,step_switches,cumulative_cost,cumulative_interference,cumulative_switches,gain_vs_cold,expected_cost,best_sample_cost,feasible_fraction,success_probability,evaluations,shots,cx_count,circuit_depth,wall_seconds
gradual,201,State,1,0.05790101207497034,0.1698424455817874,0.16984244558178738,0.0,0.32641490916468474,0.32641490916468474,0.0,0.11918286704957326,0.1825867689159353,0.1698424455817874,1.0,0.9375,5,32,102,112,0.9563242089934647
gradual,201,Combined,1,0.05790101207497034,0.1698424455817874,0.16984244558178738,0.0,0.32641490916468474,0.32641490916468474,0.0,0.11918286704957326,0.1845978072803978,0.1698424455817874,1.0,0.9375,5,32,102,112,1.1239675830001943
gradual,201,Cold,2,0.05497629363283278,0.33028896123127205,0.21028896123127205,0.4,0.77588673744553,0.5358867374455301,0.8,0.0,0.5936321576155752,0.33028896123127205,1.0,0.03125,5,32,102,113,1.1645553749985993
gradual,201,Param,2,0.05497629363283278,0.21777307958418848,0.15777307958418849,0.19999999999999996,0.6143455431670858,0.31434554316708585,1.0,0.11251588164708357,0.4344116066824959,0.21777307958418848,1.0,0.0625,5,32,102,113,1.121723958000075
gradual,201,State,2,0.05497629363283278,0.1837232641259334,0.18372326412593343,0.0,0.5101381732906182,0.5101381732906182,0.0,0.14656569710533865,0.20901387892886766,0.1837232641259334,1.0,0.84375,5,32,102,112,1.014945125032682
gradual,201,Combined,2,0.05497629363283278,0.1837232641259334,0.18372326412593343,0.0,0.5101381732906182,0.5101381732906182,0.0,0.14656569710533865,0.18478732085900387,0.1837232641259334,1.0,0.96875,5,32,102,112,1.1368852500454523
gradual,201,Cold,3,0.08371174074969893,0.12,0.0,0.40000000000000013,0.89588673744553,0.5358867374455301,1.2000000000000002,0.0,0.45435260342029016,0.12,1.0,0.09375,5,32,108,113,1.1684030829928815
gradual,201,Param,3,0.08371174074969893,0.06,0.0,0.19999999999999996,0.6743455431670857,0.31434554316708585,1.2,0.06,0.44858000378570995,0.06,1.0,0.03125,5,32,108,113,1.143763832980767
gradual,201,State,3,0.08371174074969893,0.17894066670586467,0.17894066670586473,0.0,0.6890788399964829,0.6890788399964829,0.0,-0.058940666705864675,0.19214867575744762,0.17894066670586467,1.0,0.875,5,32,108,112,1.0288892909884453
gradual,201,Combined,3,0.08371174074969893,0.17894066670586467,0.17894066670586473,0.0,0.6890788399964829,0.6890788399964829,0.0,-0.058940666705864675,0.17894066670586467,0.17894066670586467,1.0,1.0,5,32,108,112,1.1442347500124015
gradual,201,Cold,4,0.11750191804047988,0.3216631256193767,0.20166312561937672,0.3999999999999999,1.2175498630649066,0.7375498630649068,1.6,0.0,0.6194569936132971,0.3216631256193767,1.0,0.03125,5,32,102,110,1.1515603339648806
gradual,201,Param,4,0.11750191804047988,0.21198171567640478,0.09198171567640478,0.40000000000000013,0.8863272588434905,0.40632725884349064,1.6,0.10968140994297193,0.4799181368180387,0.21198171567640478,1.0,0.03125,5,32,102,110,1.1215582080185413
gradual,201,State,4,0.11750191804047988,0.16117496942405768,0.16117496942405762,0.0,0.8502538094205405,0.8502538094205405,0.0,0.16048815619531903,0.16117496942405768,0.16117496942405768,1.0,1.0,5,32,102,109,1.1516400419641286
gradual,201,Combined,4,0.11750191804047988,0.16117496942405768,0.16117496942405762,0.0,0.8502538094205405,0.8502538094205405,0.0,0.16048815619531903,0.16730429587375695,0.16117496942405768,1.0,0.96875,5,32,102,109,1.112781499978155
gradual,201,Cold,5,0.1200381806720448,0.29862597895626664,0.1186259789562667,0.6000000000000001,1.5161758420211733,0.8561758420211735,2.2,0.0,0.5294283520463332,0.29862597895626664,1.0,0.03125,5,32,108,112,1.1201543750357814
gradual,201,Param,5,0.1200381806720448,0.3073000193187106,0.2473000193187106,0.19999999999999996,1.193627278162201,0.6536272781622012,1.8,-0.008674040362443958,0.49964376960253554,0.3073000193187106,1.0,0.0625,5,32,108,112,1.0425909999758005
gradual,201,State,5,0.1200381806720448,0.12,0.0,0.4,0.9702538094205405,0.8502538094205405,0.4,0.17862597895626664,0.1806369780664522,0.12,1.0,0.03125,5,32,108,112,1.2176113749737851
gradual,201,Combined,5,0.1200381806720448,0.16509117099541654,0.1650911709954166,0.0,1.015344980415957,1.015344980415957,0.0,0.1335348079608501,0.16509117099541654,0.16509117099541654,1.0,1.0,5,32,108,112,1.155617540993262
sudden,304,Cold,0,0.0,0.09711018025563693,0.09711018025563693,0.0,0.09711018025563693,0.09711018025563693,0.0,0.0,0.35593204593409755,0.09711018025563693,1.0,0.03125,5,32,102,113,1.119512124976609
sudden,304,Param,0,0.0,0.09711018025563693,0.09711018025563693,0.0,0.09711018025563693,0.09711018025563693,0.0,0.0,0.35593204593409755,0.09711018025563693,1.0,0.03125,5,32,102,113,1.119512124976609
sudden,304,State,0,0.0,0.09711018025563693,0.09711018025563693,0.0,0.09711018025563693,0.09711018025563693,0.0,0.0,0.35593204593409755,0.09711018025563693,1.0,0.03125,5,32,102,113,1.119512124976609
sudden,304,Combined,0,0.0,0.09711018025563693,0.09711018025563693,0.0,0.09711018025563693,0.09711018025563693,0.0,0.0,0.35593204593409755,0.09711018025563693,1.0,0.03125,5,32,102,113,1.119512124976609
sudden,304,Cold,1,0.028085573104157414,0.18,0.0,0.6,0.27711018025563694,0.09711018025563693,0.6,0.0,0.46478578551182986,0.18,1.0,0.0625,5,32,102,113,1.123816250008531
sudden,304,Param,1,0.028085573104157414,0.3405719306975824,0.10057193069758243,0.8,0.43768211095321935,0.19768211095321936,0.8,-0.1605719306975824,0.5905105534548999,0.3405719306975824,1.0,0.03125,5,32,102,113,1.120698542043101
sudden,304,State,1,0.028085573104157414,0.06,0.0,0.2,0.15711018025563694,0.09711018025563693,0.2,0.12,0.19471779109575155,0.06,1.0,0.125,5,32,102,112,0.9953162079909816
sudden,304,Combined,1,0.028085573104157414,0.10057193069758241,0.10057193069758243,0.0,0.19768211095321936,0.19768211095321936,0.0,0.07942806930241758,0.11076352641856115,0.10057193069758241,1.0,0.96875,5,32,102,112,1.1068082080455497
sudden,304,Cold,2,0.053390530254520244,0.3948156419056434,0.1548156419056434,0.7999999999999999,0.6719258221612803,0.25192582216128034,1.4,0.0,0.404941590280932,0.3948156419056434,1.0,0.9375,5,32,102,113,1.1549926669686101
sudden,304,Param,2,0.053390530254520244,0.2148156419056434,0.1548156419056434,0.19999999999999996,0.6524977528588627,0.35249775285886276,1.0,0.18,0.26419386662148997,0.2148156419056434,1.0,0.78125,5,32,102,113,1.1894573339959607
sudden,304,State,2,0.053390530254520244,0.0,0.0,0.0,0.15711018025563694,0.09711018025563693,0.2,0.3948156419056434,0.0,0.0,1.0,1.0,5,32,102,112,0.9786697090021335
sudden,304,Combined,2,0.053390530254520244,0.0959282640882226,0.09592826408822258,0.0,0.29361037504144194,0.29361037504144194,0.0,0.2988873778174208,0.1300676822386172,0.0959282640882226,1.0,0.90625,5,32,102,112,1.2127730830106884
sudden,304,Cold,3,0.09263180802625176,0.24,0.0,0.8000000000000003,0.9119258221612803,0.25192582216128034,2.2,0.0,0.24554567335912145,0.24,1.0,0.9375,5,32,96,110,1.1779484580038115
sudden,304,Param,3,0.09263180802625176,0.24,0.0,0.8,0.8924977528588627,0.35249775285886276,1.8,0.0,0.29976395164109587,0.24,1.0,0.75,5,32,96,110,1.1499954159953631
sudden,304,State,3,0.09263180802625176,0.0,0.0,0.0,0.15711018025563694,0.09711018025563693,0.2,0.24,0.07834376699541715,0.0,1.0,0.65625,5,32,96,110,0.9654609159915708
sudden,304,Combined,3,0.09263180802625176,0.0,0.0,0.0,0.29361037504144194,0.29361037504144194,0.0,0.24,0.01952398349094112,0.0,1.0,0.96875,5,32,96,110,1.1119845830253325
sudden,304,Cold,4,0.15694629941841726,0.18,0.0,0.6000000000000001,1.0919258221612802,0.25192582216128034,2.8000000000000003,0.0,0.535964803343779,0.18,1.0,0.09375,5,32,96,107,1.162974166974891
sudden,304,Param,4,0.15694629941841726,0.273652860484956,0.15365286048495597,0.40000000000000013,1.1661506133438186,0.5061506133438187,2.2,-0.09365286048495602,0.6234867229498008,0.273652860484956,1.0,0.03125,5,32,96,107,1.1879588750307448
sudden,304,State,4,0.15694629941841726,0.0,0.0,0.0,0.15711018025563694,0.09711018025563693,0.2,0.18,0.021253946115846908,0.0,1.0,0.9375,5,32,96,107,0.9975330420420505
sudden,304,Combined,4,0.15694629941841726,0.09058355149754704,0.09058355149754704,0.0,0.384193926538989,0.384193926538989,0.0,0.08941644850245295,0.09433355149754705,0.09058355149754704,1.0,0.96875,5,32,96,107,1.1079413330298848
sudden,304,Cold,5,0.282055129208904,0.17134187304958592,0.11134187304958593,0.20000000000000018,1.2632676952108661,0.36326769521086627,3.0000000000000004,0.0,0.47629557093271346,0.17134187304958592,1.0,0.03125,5,32,108,110,1.129065457964316
sudden,304,Param,5,0.282055129208904,0.23220736284463203,0.11220736284463206,0.3999999999999999,1.3983579761884506,0.6183579761884508,2.6,-0.06086548979504611,0.4783546764692373,0.23220736284463203,1.0,0.03125,5,32,108,110,1.088153000047896
sudden,304,State,5,0.282055129208904,0.17220736284463203,0.11220736284463202,0.2,0.32931754310026895,0.20931754310026895,0.4,-0.0008654897950461093,0.37708786978647113,0.17220736284463203,1.0,0.03125,5,32,108,110,1.0325618750066496
sudden,304,Combined,5,0.282055129208904,0.25391370731825186,0.2539137073182519,0.0,0.6381076338572409,0.6381076338572409,0.0,-0.08257183426866593,0.25654366903705583,0.25391370731825186,1.0,0.96875,5,32,108,110,1.1080699589801952
continuous_sudden,401,Cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08789790996792873,0.0,1.0,0.59375,5,32,102,113,1.1162572919856757
continuous_sudden,401,Param,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08789790996792873,0.0,1.0,0.59375,5,32,102,113,1.1162572919856757
continuous_sudden,401,State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08789790996792873,0.0,1.0,0.59375,5,32,102,113,1.1162572919856757
continuous_sudden,401,Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08789790996792873,0.0,1.0,0.59375,5,32,102,113,1.1162572919856757
continuous_sudden,401,Cold,1,0.13440064339694965,0.3932579824505092,0.2732579824505092,0.4,0.3932579824505092,0.2732579824505092,0.4,0.0,0.39397071554782603,0.3932579824505092,1.0,0.96875,5,32,102,112,1.1000707920175046
continuous_sudden,401,Param,1,0.13440064339694965,0.1635825449196452,0.1035825449196452,0.2,0.1635825449196452,0.1035825449196452,0.2,0.229675437530864,0.4147109015598731,0.1635825449196452,1.0,0.0625,5,32,102,112,1.127951666014269
continuous_sudden,401,State,1,0.13440064339694965,0.0,0.0,0.0,0.0,0.0,0.0,0.3932579824505092,0.03450278740260301,0.0,1.0,0.90625,5,32,102,113,1.005287165986374
continuous_sudden,401,Combined,1,0.13440064339694965,0.0,0.0,0.0,0.0,0.0,0.0,0.3932579824505092,0.09491514428495863,0.0,1.0,0.6875,5,32,102,113,1.1133539999718778
continuous_sudden,401,Cold,2,0.21453319464098733,0.31819180366222544,0.3181918036622254,0.0,0.7114497861127347,0.5914497861127346,0.4,0.0,0.4022690164604924,0.31819180366222544,1.0,0.03125,5,32,102,110,1.151228083006572
continuous_sudden,401,Param,2,0.21453319464098733,0.3247011457663635,0.08470114576636349,0.8,0.4882836906860087,0.1882836906860087,1.0,-0.006509342104138061,0.42559204179107124,0.3247011457663635,1.0,0.03125,5,32,102,110,1.1990546670276672
continuous_sudden,401,State,2,0.21453319464098733,0.0847011457663635,0.0847011457663635,0.0,0.0847011457663635,0.0847011457663635,0.0,0.23349065789586193,0.0847011457663635,0.0847011457663635,1.0,1.0,5,32,102,110,0.9720912919729017
continuous_sudden,401,Combined,2,0.21453319464098733,0.0847011457663635,0.0847011457663635,0.0,0.0847011457663635,0.0847011457663635,0.0,0.23349065789586193,0.20932604443136682,0.0847011457663635,1.0,0.5625,5,32,102,110,1.2208147500059567
continuous_sudden,401,Cold,3,0.40242814929173465,0.18,0.0,0.6,0.8914497861127346,0.5914497861127346,1.0,0.0,0.7835376350239645,0.18,1.0,0.0625,5,32,78,100,1.1564241250162013
continuous_sudden,401,Param,3,0.40242814929173465,0.18,0.0,0.6000000000000001,0.6682836906860087,0.1882836906860087,1.6,0.0,0.5324395182823407,0.18,1.0,0.09375,5,32,78,100,1.1401409169775434
continuous_sudden,401,State,3,0.40242814929173465,0.20762939404013578,0.20762939404013575,0.0,0.29233053980649926,0.29233053980649926,0.0,-0.027629394040135785,0.21906198445805686,0.20762939404013578,1.0,0.90625,5,32,78,101,0.9641892080544494
continuous_sudden,401,Combined,3,0.40242814929173465,0.20762939404013578,0.20762939404013575,0.0,0.29233053980649926,0.29233053980649926,0.0,-0.027629394040135785,0.33393938015598235,0.20762939404013578,1.0,0.46875,5,32,78,101,1.1111096250242554
continuous_sudden,401,Cold,4,0.41400832252947756,0.06,0.0,0.19999999999999996,0.9514497861127347,0.5914497861127346,1.2,0.0,0.37609218784017695,0.06,1.0,0.21875,5,32,78,98,1.1558177499682643
continuous_sudden,401,Param,4,0.41400832252947756,0.12,0.0,0.3999999999999999,0.7882836906860087,0.1882836906860087,2.0,-0.06,0.42203526833153193,0.12,1.0,0.03125,5,32,78,98,1.1852764579816721
continuous_sudden,401,State,4,0.41400832252947756,0.06,0.0,0.2,0.35233053980649925,0.29233053980649926,0.2,0.0,0.4931368380653006,0.06,1.0,0.09375,5,32,78,97,0.9839813750004396
continuous_sudden,401,Combined,4,0.41400832252947756,0.06,0.0,0.2,0.35233053980649925,0.29233053980649926,0.2,0.0,0.29781223669307666,0.06,1.0,0.09375,5,32,78,97,1.1072979999589734
continuous_sudden,401,Cold,5,0.5798673469423374,0.34440242356787343,0.1644024235678735,0.5999999999999999,1.295852209680608,0.7558522096806081,1.7999999999999998,0.0,0.5987497237126489,0.34440242356787343,1.0,0.03125,5,32,90,100,1.1452397500397637
continuous_sudden,401,Param,5,0.5798673469423374,0.22440242356787346,0.1644024235678735,0.20000000000000018,1.012686114253882,0.3526861142538822,2.2,0.11999999999999997,0.5738622610917611,0.22440242356787346,1.0,0.03125,5,32,90,100,1.0919118340243585
continuous_sudden,401,State,5,0.5798673469423374,0.06,0.0,0.2,0.41233053980649925,0.29233053980649926,0.4,0.28440242356787343,0.21773718079498766,0.06,1.0,0.03125,5,32,90,101,1.0303728330181912
continuous_sudden,401,Combined,5,0.5798673469423374,0.06,0.0,0.2,0.41233053980649925,0.29233053980649926,0.4,0.28440242356787343,0.30194463392053006,0.06,1.0,0.0625,5,32,90,101,1.109255958988797
